identifier,Title (Sindhi),Author (English),Year,Author (Sindhi),Title (English),Publisher,Language,Thumbnail,Link
san2020-202,ڪنوار جي سيج,Khalil Jibran,1991,خليل جبران (سنڌيڪار م۔ ن۔ محزون),Kunwar Jee Seaj,"Sindhi Saahat Ghar, Hyderabad.",sindhi,,
san2020-215,جيجي (زرينه بلوچ - شخصيت ۽ فن),Naseer Mirza,2006,نصير مرزا,Jeejee Zarina Baloch (Vol-1),"Jeejee Zarina Baloch Academy, Hyderabad.",sindhi,,
san2020-243,ٻري جن ٻاري (ڪامريڊ باقر سنائي جي شخصيت ۽ سندس سماجي عملي خدمتون),Syed Akbar & Shah Raza Khan,2003,سيد اڪبر ۽ شاھ رضا خان,Bari jin Baari (Comreade Baqar Sanai jee shakhsiyat),"Bokhari Academy, Hyderabad, Sindh.",sindhi,,
san_0599,سون ورني ڌرتي (ليبيا جو سفرنامو),Dr. Suleman Shaikh,1987,سليمان شيخ,Sonawarni dharti,"Sindhi Saahat Ghar, Hyderabad",sindhi,,
san_0638,سورج مکي,Ghulam Mustafa Nangraj,2012,غلام مصطفيٰ نانگراج,Sooraj Mukhi,Sindh Zarai Khato | سنڌ زرعي کاتو,sindhi,,
san_0757,جديد قومي ۽ بين القومي نظام,Khaki Joyo,2007,خاڪي جويو,Jadeed qoumi ain bainul-qoumi nizaam,"Sanjah Publications, Hyderabad.",sindhi,,
san_0814,ويا سي وينجهار (هاڻوڪي دؤر جي ناليرين شخصيتن تي لکيل وفات ناما),Ghulam Mohammad Girami,1977,غلام محمد گرامي,Viya Se Veenjhar (Gone are the Jewels),"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0877,ماهوار سهڻي (جنوري 1974),Tariq Ashraf,1974,طارق اشرف,Monthly Sohni (January 1974),"Sohni Publishers Hyderabad, Sindh.",sindhi,,
san_0892,هلال پاڪستان مئگزين (جولاءِ 1983ع),Faqeer Mohammad Lashari,1983,فقير محمد لاشاري,Halal Pakistan Magazine (July 1983),"Shaikh Sultan Trust, Karachi.",sindhi,,
san_0902,سماجواد سلسلو نمبر 36 (آگسٽ-آڪٽوبر 2019),Bakhshal Thalho,2019,بخشل ٿلهو,Samajwad (August-October 2019),"Awami Workers Party, Hyderabad.",sindhi,,
san_0904,سماجواد سلسلو نمبر 16 (آگسٽ-سيپٽيمبر 2014),Shah Inayat,2014,شاھ عنايت,Samajwad (August-September 2014),"Awami Workers Party, Hyderabad.",sindhi,,
san2020-188,پشو پاشا (ڪهاڻيون),Jamal Abro,1986,جمال ابڙو,Pishu Pasha (Short Stories),"Varsity Sindhi Publications, Karachi.",sindhi,,
san2020-132,رهاڻ هيرن کاڻ (جلد ٻيو),Nabi Bakhsh Baloch,2001,نبي بخش بلوچ,Rehann Heeran Khann (Vol. 2),"New Fields Publications, Hyderabad.",sindhi,,
san2020-136,رهاڻ هيرن کاڻ (ڀاڱو پهريون),Nabi Bakhsh Baloch,2012,نبي بخش بلوچ,Rehann Heeran Khann (Vol. 1),"Department of Culture, Sindh.",sindhi,,
san2020-258,مينديءَ سندا کيت (شاعري جو مجموعو - وڌايل ۽ سڌاريل),Rashid Morai,2004,راشد مورائي,Mendia sanda khet,"Sachal Publications, Hyderabad.",sindhi,,
san_0305,انسان، ديوتا، دئيت (قديم ٽمورتي),Robert Green Ingersoll,2017,رابرٽ گرين انگرسال,"Insaan, devta, daeet","Sindh Adabi Academy, Karachi.",sindhi,,
san_0325,(ٻُڌ مَت (سٺا سوال ۽ سٺا جواب,S. Dhamika,2017,ايس ڌميڪا (سنڌيڪار در جان),Buddhmat [Buddhism Good Questions & Good Answers],"Kanwal Publications, Qambar.",sindhi,,
san_0471,نہ ٿو کپي ٻٽو نظام,S. U. P,2012,ايس يو پي,na tho khape BiTo nizaam,Sindh United Party,sindhi,,
san_0482,جڏهن مان نہ هوندس,Amar Jaleel,1991,امر جليل,JaDahin maan na hoondus,New Fields Publications,sindhi,,
san_0629,ڪک پن,Ali Ahmed Brohi,1996,علي احمد بروهي,Kakhu panu,"Sindhi Saahat Ghar, Hyderabad",sindhi,,
san_0654,سنڌي درسي ڪتاب (ڀاڱو پهريون) غير مادري زبان وارن آفيسرن/ملازمن لاءِ,Dr. Ghulam Ali Allana,2000,ڊاڪٽر غلام علي الانا,Sindhi Darsi Kitab,Sindhi Language Authority,sindhi,,
san_0658,خليفي نبي بخش جو رسالو,Dr. Nabi Bakhsh Baloch,1965,ڊاڪٽر نبي بخش بلوچ,Khaleefe Nabi Bakhsh jo risalo,Unknown,sindhi,,
san_0681,سنڌ پيپلز پارٽي کان ڄام صادق تائين,Faqeer Mohammad Lashari,1991,فقير محمد لاشاري,Sindh peepulz parTy khaan Jam Sadiq taaeen,Sindhica,sindhi,,
san_0692,شيخ اياز تاريخ جي ڪٽهڙي ۾,Mansoor Qadir Junejo,2000,منصور قادر جوڻيجو,Shaikh Ayaz taareekh je kaThRey mein,"Sabheta Publications, Hyderabad.",sindhi,,
san_0718,ساهيوال جيل جي ڊائري 1968-1969,Shaikh Ayaz,1986,شيخ اياز,Sahiwal Jail-ji-Diary (An Autobiography),New Fields Publications,sindhi,,
san_0887,"هفتيوار ""برسات"" جلد 10، شمارو 55 (1982ع)",Yousif Shaheen,1982,يوسف شاهين,"Weekly ""Barsat"" (Vol 10, No 55)","Afro Asia Printing Press, Karachi.",sindhi,,
san2020-210,اڳوڻا ناميارا سنڌي,Umar Ul din Bedar,,عمرالدين بيدار,Agunna Namyara Sindhi,,sindhi,,
san2020-239,سنڌوءَ جو موھ,Sir George MacMunn,2002,جنرل سرجارج ميڪمين (سنڌيڪار: عطا محمد ڀنڀرو),The lure of the Indus,"Sindh Tahqeeqi Board, Hyderabad.",sindhi,,
san2020-244,ديش واسي (هيٺين ابتدائي درجن لاء),Dr. G. F. Lakhani,1944,ڊاڪٽر گرمکداس فتحچند لکاڻي,Deshwaasi (Text book for primary classes),"M. M. Vasvaney & Sons, Hyderabad.",sindhi,,
san_0003,چونڊ سنڌي شاعرائن جي چونڊ شاعري,Zaffar Abbasi,2002,ظفر عباسي,ChoonDa sindhi shairaaun je choonDa shairee,"Halar Publications, Hyderabad.",sindhi,,
san_0023,شمن جو وظيفو,Ghulam Mustafa Mushtaq,1999,غلام مصطفى مشتاق,Shaman jo Wazeefo,Mehran Academy,sindhi,,
san_0126,قديم سنڌ,Bherumal Maharchand Advani,2004,ڀيرومل مهرچند آڏواڻي,Qadeem Sindh,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0130,ويا جي هنگلور (شيخ اياز: شاعرن، اديبن ۽ دانشورن جي نظر ۾),Sattar Pirzado,1999,ستار پيرزادو,waya je Hanglor,"Sindh Adabi Academy, Karachi.",sindhi,,
san_0149,ڪميونسٽ پڌرنامو - مارڪس ۽ اينگلس (رسول بخش پليجو),Marx & Engels,1987,مارڪس ۽ اينگلس (رسول بخش پليجو),Communist padharnamo,"Roshni Publications, Kandiaro.",sindhi,,
san_0159,تارا تارن هيٺ (ٻارڙن لاءِ ڪهاڻين جو ميڙ),Zaffar Abbasi,1981,ظفر عباسي,Taaraa taaran heth,Saahti Publications,sindhi,,
san_0170,بڙ جي ڇانوَ اڳي کان گھاٽي ۽ ٻيا نظم,Shaikh Ayaz,1998,شيخ اياز,Burr-jii-Chhaun_a Agey Khaun Ghatee aeen Biya Nazam,New Fields Publications,sindhi,,
san_0275,خواب آوارا پکي,Ahmed Solangi,2013,احمد سولنگي,"""Khuwab Awara Pakhi "" (Poetry)",Sindhica,sindhi,,
san_0405,اڪن نيرا ڦليا (شاعري),Shaikh Ayaz,1988,شيخ اياز,Akan neera phuliya,New Fields Publications,sindhi,,
san_0525,ڏهن ڏينهن ۾ سنڌي سکو,Popati Hiranandani,1989,پوپٽي هيراننداڻي,Learn Sindhi Within Ten Days (Through English AND Hindi),"Lok-Sur, Bombay",sindhi,,
san_0539,سنڌي ٻوليءَ جو صرف ۽ نحو (ڀاڱو پهريون),Wahid Bakhsh Shaikh,1986,واحد بخش شيخ,Sindhi bolia jo sarf ain nahoo,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0811,رشتن جو رقص (ڪهاڻيون),Rita Shahani,2005,ريٽا شهاڻي,Rishtan jo raqs (Short Stories),"Kavita Publications, Hyderabad.",sindhi,,
san_0816,امرت وچن,Jaimal Singh et al,,بابا جئمل سنگھ ۽ ٻيا,Amrat Wachan,"Radhasoami Satsang, Beas (Punjab).",sindhi,,
san_0842,ماهوار ”ڳوٺ سڌار“,Unknown,,نامعلوم,Monthly Goth-Sudhaar,Unknown,sindhi,,
san_0860,ٽماهي مهراڻ (جولاءِ-ڊسمبر 1979),Nafees Ahmed Shaikh,1979,نفيس احمد شيخ,Mehran Quarterly July-December 1979,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san2020-151,امرت منجھہ ڪڙاڻ (ڪهاڻيون),Tanweer Junejo,1978,تنوير جوڻيجو,Amrat Manjh KaRaaN (Short Stories),"Aagam Publishing Agency, Hyderabad.",sindhi,,
san2020-193,اسانجو جسم,Hafiz Ahsan,1996,حفيظ احسن (سنڌيڪار بدر رضوان عباسي),Asaanjo Jism,Sindhi Language Authority,sindhi,,
san2020-204,تهذيب جو سفر,Sita Ram Kohli,2019,سيتا رام ڪوهلي (سنڌيڪار منصور قادر جوڻيجو),Tahzeeb Jo Safar,"Sindh Rani Publication, Hyderabad.",sindhi,,
san2020-263,ڪي نہ وسرن مور (يادگيريون),Faiz Ahmed Faiz,2012,فيض احمد فيض (سنڌيڪار سحر امداد),Ke na wisran moor,"Culture Department, Government of Sindh.",sindhi,,
san2020-268,جنرل، ڊڪٽيٽر ۽ دهشتگرد (شهيد بينظير ڀٽو جون لکڻيون),Benazir Bhutto,2008,بينظير ڀٽو,"General, Diktator ain Dahshatgard","Naon Niyapo Academy, Karachi.",sindhi,,
san2020-285,تُرم ياترا (جيل ڊائري),Abdulwahid Aresar,1989,عبدالواحد آريسر,Turam yatra,"Bhambhor Ishaat Ghar, Hyderabad.",sindhi,,
san2020-55,آتم ڪٿا (ڀاڱو پهريون),Amar Jaleel,2014,امر جليل,Aatam Katha (Vol. 1),,sindhi,,
san2020-59,ابيات سنڌي,Khwaja Mohammad Zaman Lavari,1994,خواجه محمد زمان لواري,Abyat e Sindhi,Lavari Shareef Adabi Committe,sindhi,,
san2020-85,اتهاس جو اڀياس,Omardeen Bedaar,1990,عمرالدين بيدار,Ithas Jo Abhyas,Editor: Omardeen Bedaar,sindhi,,
san_0068,اُٺ ماما گوگڙو,Yasir Qazi,2014,ياسر قاضي,Uth maama gogroo,Sindhri (Book Series) Kitaabi Silsilo,sindhi,,
san_0106,هالا جا رنگ هزار (هالا متعلق لکڻين جو مجموعو),Mohammad Habib Sanai,2009,محمد حبيب سنائي,Hala ja rang hazaar,"Matiari Kitad Dost Program, Matiari.",sindhi,,
san_0108,اڻويهہ سو ٽياسي: جڏهن سنڌ ۾ باهہ ٻري - ايم آر ڊيءَ جي ڪهاڻي,Badar Abro,2014,بدر ابڙو,"1983, Jadahin Sindh Mein Baah Baree","Kaachho Publications, Karachi.",sindhi,,
san_0114,جئن جئن تپي ڏينهن (سنڌ جي سياسي، ثقافتي ۽ سماجي مسئلن تي ڪيل تقريرون),Amanullah Shaikh,1999,امان الله شيخ,Jeean jeean tape Deenhun,"Mehran Publishers, Karachi.",sindhi,,
san_0128,ذهني بيماريون,Dr. Kartar Lal,2012,ڊاڪٽر ڪرتار لال,Zihni Beemariyun,"Sindh Adabi Academy, Karachi.",sindhi,,
san_0164,ڪي جو ٻيجل ٻوليو,Shaikh Ayaz,1987,شيخ اياز,Ki jo Bijal bolyo,New Fields Publications,sindhi,,
san_0166,ڀيرو مل مهرچند جي جيون ڪٿا,Heero Thakur,2007,هيرو ٺڪر,Bherumal Meharchand,"Phoenix Books, Hyderabad",sindhi,,
san_0272,ميلا ملهالا (شاعري),Ustad Bukhari,1997,استاد بخاري,Mela Malhala,"Roshni Publications, Kandiaro.",sindhi,,
san_0555,عظيم سنڌي ڪهاڻيون,Nabi Bakhsh Khoso,1973,نبي بخش کوسو,Azeem Sindhi KahaNiyoon,Agte Qadam Publications,sindhi,,
san_0761,فراق جي منزل (صوفي ڪهاڻيون),Manzoor Kohiyar,2007,منظور ڪوهيار,Firaq jee manzil,"Kanwal Publications, Qambar.",sindhi,,
san_0803,سنڌي الف-بي جي ارتقا,Abdul Karim Laghari,1976,عبدالڪريم لغاري,Sindhi alif-bey jee irtqa (Evolutionof Sindhi Alphabet),Sindhology,sindhi,,
san_0817,اندر جي اڇل (ناول),Jean-Paul Sartre,2005,ژان پال سارتر (سنڌيڪار بدر اڄڻ),Andar jee uthal,"Sojhro Publications, Karachi.",sindhi,,
san_0819,مھاڏو، جولاءِ ۱۹۹۷. ڪامريڊ حيدر بخش جتوئي نمبر,Sarmast Sindhi,1986,سرمست سنڌي,MuhaDo (July 1997),Mohammad Ans Rajpar,sindhi,,
san_0823,سنڌ جا ڪوٽ ۽ قلعا,Ishtiaq Ansari,1993,اشتياق انصاري,Sindh jaa kota aien Qilaa,Sindhica,sindhi,,
san_0845,سڌارٿ (ناول),Hermann Hesse,1982,هرمن هيس (سنڌيڪار فضل احمد بچاڻي),Sidhartha (Novel),New Fields Publications,sindhi,,
san_0861,ماهوار سهڻي (نومبر 1972),Tariq Ashraf,1972,طارق اشرف,Monthly Sohni (November 1972),"Sohni Publishers Hyderabad, Sindh.",sindhi,,
san2020-137,حر گوريلا جنگ 2010,H. T. Lambrick,2010,ايڇ ٽي لئمبرڪ (سنڌيڪار: عطا محمد ڀنڀرو),"Hur Gorila Jang [Original title ""The Terrorist"")","Sindhi Sahat Ghar, Hyderabad, Sindh.",sindhi,,
san2020-155,آزاد گھرجي وطن (طويل نظم),Khaki Joyo,2008,خاڪي جويو,Aazad ghurje watan (Poetry),Khaki Joyo,sindhi,,
san2020-178,سندري اتمچنداڻيءَ جون شاهڪار ڪهاڻيون,Sundri Uttamchandani,1993,سندري اتمچنداڻي,Sundri UttamchandaNi Jon Shahkar KahaNiyun,"Sangam Publications, Karachi.",sindhi,,
san2020-251,انقلاب جو فلسفو,Jamal Abdul Nasir,1983,جمال عبدالناصر (سنڌيڪار سرمد سيد),Inqilaab jo falsafo,"Roshni Publications, Kandiaro.",sindhi,,
san2020-254,سنڌي سينگار شاعري,Dr. Nabi Bakhsh Baloch,1986,ڊاڪٽر نبي بخش بلوچ,Sindhi Seengaar Shaeri,"Sindhi Adabi Board, Jamshoro Sindh.",sindhi,,
san2020-280,سيرِ ڪوهستان,Allah Bachayo Samo,2007,الله بچايو سمون,Ser e Kohistan,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0051,آواره (ناول),Mohan Kalpna,1994,موهن ڪلپنا,Aawaarah (Novel),New Fields Publications,sindhi,,
san_0125,تيرهون سج,Amrita Pritam,1999,امرتا پريتم (سنڌيڪار ستار پيرزادو),Terhon Siju,"Sindh Adabi Academy, Karachi.",sindhi,,
san_0127,هيڻن هٿان ڏاڍن کي شڪست (جنگ جي نظريي ۽ عمل جو جائزو),Jawed Rajpar,2012,جاويد راڄپر,Heenan Hathan Dadhan Khy Shikast,"Roshni Publications, Kandiaro.",sindhi,,
san_0134,راڳ نامون,Dr. Nabi Bakhsh Baloch,2012,ڊاڪٽر نبي بخش بلوچ,Raagnamon,"Department of Culture, Sindh.",sindhi,,
san_0174,سنڌ (مضمون),Anwar Pirzado,2008,انور پيرزادو,Sindh (Articles),Anwar Pirzado Academy,sindhi,,
san_0175,ڀُڻ جھُڻ (ڪالم ۽ ايڊيٽوريل),Anwar Pirzado,2012,انور پيرزادو,Bhun Jhun (Columns and Editorials),Anwar Pirzado Academy,sindhi,,
san_0183,ٻي عالمي جنگ,Jawed Rajpar,2010,جاويد راڄپر,Bee aalmi jang,"Kaapri Publications, Hyderabad.",sindhi,,
san_0290,جامع سنڌي لغات (جلد پنجون) (ک - ي) 2007ع,Dr. Nabi Bux Baloch,2007,ڊاڪٽر نبي بخش بلوچ,A Comprehensive Sindhi Dictionary Of Classical & Current Sindhi (Vol. V),"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0306,النبي الخاتم,Syed Manzar Hussain Gilani,2017,سيد منظر حسين گيلاني (مترجم غلام سرور ٻگھيو),Alnabi alkhatim,Ghulam Sarwar Bughio,sindhi,,
san_0380,مان ورڻو هان، مان ورڻو هان! (شيخ اياز: هڪ اڀياس),Taj Joyo,2000,تاج جويو,Maan warNo haan,"Marui Academy, Sakrand/Hyderabad.",sindhi,,
san_0461,سنڌي پهاڪا ۽ محاورا (هڪ اڀياس) 2002,Dr. Murlidhar Kishinchand Jetli,2004,ڊاڪٽر مرليڌر ڪشنچند جيٽلي,Sindhi Pahaka ain Muhavara (A Study of Sindhi Proverbs and Idioms),"Roshni Publications, Kandiaro.",sindhi,,
san_0770,سنڌ جي بمبئي کان آزادي,G. M. Syed,,جي ايم سيد,Sindh jee Bumbai khaan aazadi,Unknown,sindhi,,
san_0686,ڪوٽ لکپت جو قيدي (جيل جي ڊائري),Rasool Bakhsh Palijo,1991,رسول بخش پليجو,Kot lakhpatjo qedi,New Fields Publications,sindhi,,
san_0716,سو سڏ سو پڙاڏو (ڪيرت ٻاٻاڻيءَ ڏانهن لکيل اڌ صديءَ جي خطن جو مجموئو),Hari Pankaj,2004,هري پنڪج,So SAD So PARADO (The Call and The Echo) Collection of Letters written to Kirat Babani during the last half century,"Sorath Publications, Mumbai.",sindhi,,
san_0886,"هفتيوار ""برسات"" جلد 10، شمارو 60-61 (1982ع)",Yousif Shaheen,1982,يوسف شاهين,"Weekly ""Barsat"" (Vol 10, No 60-61)","Afro Asia Printing Press, Karachi.",sindhi,,
san_0903,سماجواد سلسلو نمبر 34 (جنوري-مارچ 2019),Bakhshal Thalho,2019,بخشل ٿلهو,Samajwad (January-March 2019),"Awami Workers Party, Hyderabad.",sindhi,,
san2020-237,ٻارن جي اوسر ۽ مشاورت (پي ٽي سي),G. A Bukhari et al.,1995,جي اي بخاري ۽ ٻيا (سنڌيڪار عباس علي نظاماڻي),Baaran jee ausar ain mushaavrat,"Sindh Text Book Board, Jamshoro.",sindhi,,
san2020-303,مارڪسزم عقل ۽ تجربي جي روشني ۾,Waheed U din Khan,1985,سنڌيڪار عبدالهادي ٿيٻو,Marxsim Aqul Ain Tajurbe Jee Roshani Me,"Sindh National Academy, Hyderabad.",sindhi,,
san_0394,اٺين ڪٿا (ڪهاڻيون),Mohan Kalpna,1988,موهن ڪلپنا,Atheen katha (Short stories),New Fields Publications,sindhi,,
san_0406,اداس راڳي، خاموش ساز (شاعري),Shakeel Ahmed,2017,شڪيل احمد,"udaas raagi, khaamosh saaz","Karoonjhar Publications, Mehrabpur.",sindhi,,
san_0409,هاري انقلاب 1985,Hyder Bakhsh Jatoi,1985,حيدر بخش جتوئي,Haari Inqilaab 1985,"Sindh Hari Committee, Hyderabad.",sindhi,,
san_0532,شاه جو رسالو (جلد پهريون) (مرتب ٻانهون خان شيخ),Shah Abdul Lateef,2000,شاه عبداللطيف ڀٽائي (مرتب ٻانهون خان شيخ),Shah jo Risalo (Volume I),"Shah Abdul Latif Chair, Karachi.",sindhi,,
san_0536,شاھہ لطيف جي وائي ۽ وائيءَ جي اوسر,Sattar Pirzado,2017,ستار پيرزادو,Shah Latif jee waai ain waaia jee osar,"Shah Abdul Latif Chair, Karachi.",sindhi,,
san_0538,آزاديءَ جو فڪر,Asim Akhund,2017,عاصم آخوند,Aazadia jo fikr,"Aadarsh Publications, Hyderabad.",sindhi,,
san_0543,واٽون ڦلن ڇانئيون,Shaikh Ayaz,1985,شيخ اياز,Waatoon phulan chhaniyoon,"Sugandh Publications, Larkano.",sindhi,,
san_0545,علم تدريس مظلومن لاءِ,Paulo Freire,1984,پائُلو فريري (سنڌيڪار محمد ابراهيم جويو),ILMU TADREES - MAZLOOMAN LAI' A Sindhi Translation,"Azmat Adabi Academy, Hyderabad.",sindhi,,
san_0572,جديد سنڌي ادب,Anwar Pirzado,2010,انور پيرزادو,Jadeed Sindhi adab,Anwar Pirzado Academy,sindhi,,
san_0596,منهنجو وطن منهنجا ماڻهو,Lokram Dodeja,1993,لوڪرام ڏوڏيجا,Muhnijo watan munhinja maaNRhoon,New Fields Publications,sindhi,,
san_0616,وساريان نہ وسرن,Ahmed Khan Jamali,2010,احمد خان جمالي,wisaryan na wisrn,"Marui Publications, Karachi",sindhi,,
san_0820,سنڌي سٻاجهڙا,Mohammad Ismail Ursani,1956,محمد اسماعيل عرساڻي,Sindhi SabajhRa,"Sindhi Kitab Ghar, Hyderabad.",sindhi,,
san_0041,مسخرو فقير,Unknown,2000,اڻڄاتل,Maskhro Faqeer,Shama Book Depot,sindhi,,
san_0052,آئنسٽائن جي جيون ڪٿا,Naveed Sandeelo,2013,نويد سنديلو,Biography of Albert Einstein,"Karoonjhar Publications, Mehrabpur",sindhi,,
san_0335,جي ايم سيد ۽ سنڌ جو مستقبل,Khaliq Junejo,2017,خالق جوڻيجو,G M Syed ain Sindh jo mustaqbil,"Sindh Progressive Publishers, Karachi.",sindhi,,
san_0510,اي چنڊ ڀٽائيءَ کي چئجان! (شاعري),Anwar Pirzado,2005,انور پيرزادو,Ae chandra Bhittai khe chaejan,"(Bakh) Trust, Balhreiji.",sindhi,,
san_0703,ڪارو چشمو (ڪهاڻيون),Rajab Azad,1999,رجب آزاد,Kaaro chashmo,,sindhi,,
san_0707,ديارِ دل ۽ داستانِ محبت,G. M. Syed,2010,جي ايم سيد,Diyar-e-Dill aen Dastan-e-Muhabat,"G. M. Syed Academy, Sann.",sindhi,,
san_0709,ماڻڪ چوڻو جن جو (سياست ۽ زندگي),Syed Alam Shah,2009,سيد عالم شاه,Manik chavNo jin jo,Syed Rizwan Shah,sindhi,,
san_0743,صبح ٿيندو 1974,Rasool Bakhsh Palijo,1974,رسول بخش پليجو,Subuh theendo,"Sindhi Awami Kitab Ghar, Hyderabad.",sindhi,,
san_0812,ڳالهيون نعمت ڀاءُ جون,Khalil Moriani,2010,خليل مورياڻي,Gaalihyoon Naimat bhau joon,"Surhan publications, Shikarpur.",sindhi,,
san_0824,سکر سيئي ڏينهن (آتم ڪهاڻي),Mohammad Ismail Ursani,2006,محمد اسماعيل عرساڻي,Sukhar se ee Deenhan (Autobiography),"Osar IshaitaNo, Hyderabad.",sindhi,,
san_0829,ڪلاچي تحقيقي جرنل (ڊسمبر 2012),Prof. M. Saleem Memon,2012,پروفيسر سليم ميمڻ,KALACHI Research Journal (December 2012),"Shah Abdul Latif Chair, Karachi.",sindhi,,
